Date,month,day,year,Time,Observer,Site,Species-old,Species,notes,Total,Counts,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,50,60
5/22/16,5,22,2016,,JEA,H3,reef squirrelfish,reef squirrelfish,,,25,,,,,10,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/22/16,5,22,2016,,JEA,H3,goldspot goby,goby,these are those that filter sand with their mouth - I changed this to 4 because there were certainly more than 1 as I had recorded,,4,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/22/16,5,22,2016,,JEA,H3,foureye butterflyfish,foureye butterflyfish,,,4,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/22/16,5,22,2016,,JEA,H3,blackbar soldierfish,blackbar soldierfish,,,40,,,,,,25,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/22/16,5,22,2016,,JEA,H3,princess parrotfish,princess parrotfish,this could be an emerald but I think princess,,8,,,,,,,5,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/22/16,5,22,2016,,JEA,H3,sharpnose pufferfish,sharpnose puffer,,,8,,,,2,4,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/22/16,5,22,2016,,JEA,H3,black hamlet,black hamlet,the other ones in other survyes are the gray/blue molted ones,,2,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/22/16,5,22,2016,,JEA,H3,yellowhead wrasse,yellowhead wrasse,this was in another site as well and not recorded at H1 as well,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/22/16,5,22,2016,,JEA,H3,slippery dick,slippery dick,,,10,,,,,,5,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/22/16,5,22,2016,,JEA,H3,stripped parrotfish,stripped parrotfish,,,20,,,,10,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/22/16,5,22,2016,,JEA,H3,purplemouth moray,purplemouth moray,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
5/22/16,5,22,2016,,JEA,H3,chain moray,chain moray,not sure what this is per se but was super molted on the head - I think golden is right - confirmed it was a chain moray,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
5/22/16,5,22,2016,,JEA,H5,lionfish,lionfish,,,15,,,,,,,,,,,,1,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/22/16,5,22,2016,,JEA,H5,stripped parrotfish,stripped parrotfish,I forgot to actually count these dudes up but I remember ok,,15,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/22/16,5,22,2016,,JEA,H5,princess parrotfish,princess parrotfish,,,60,,,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/22/16,5,22,2016,,JEA,H5,stoplight parrotfish,stoplight parrotfish,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/22/16,5,22,2016,,JEA,H5,squirrelfish,squirrelfish,,,16,,,,,,,,,,10,,5,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/22/16,5,22,2016,,JEA,H5,reef squirrelfish,reef squirrelfish,,,21,,,,,10,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/22/16,5,22,2016,,JEA,H5,surgeonfish,doctorfish,,,2,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/22/16,5,22,2016,,JEA,H5,blackbar soldierfish,blackbar soldierfish,,,45,,,,,,,,20,,20,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/22/16,5,22,2016,,JEA,H5,queen angelfish,queen angelfish,,,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/22/16,5,22,2016,,JEA,H5,beaugregory,beaugregory,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/22/16,5,22,2016,,JEA,H5,foureye butterflyfish,foureye butterflyfish,,,2,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/22/16,5,22,2016,,JEA,H5,juvenile grunts,grunt,,,3,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/22/16,5,22,2016,,JEA,H5,portunid crab,invert,,,2,,   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
